MAE,MAXAE,RMSE,bc_MAXAE,bc_loss,bc_weight,enhance_activation,epochs,hard_trial,ic_MAXAE,ic_loss,ic_weight,l2,learning_rate,loss,map_activation,method,n_boundary,n_collocation,n_enhance,n_eval,n_initial,n_map,nu,problem,reference_grid,regularization,residual_RMSE,residual_loss,runtime_sec,seed,timestamp,trainable_parameters
0.11707102889409068,0.9647129057796525,0.22651477433366318,1.2246467991473532e-16,1.4997597826618576e-32,100.0,tanh,15000,stationary,0.0,0.0,100.0,1e-06,0.0015,0.2868855800566203,tanh,SAGD-BLS-hard-ICBC-stationary,160,1200,160,25957.0,160,160,0.003183098861837907,Standard unforced Burgers,257x101,1.980437159751708e-05,0.5668790300382756,0.28686577568502275,197.75331240000378,1,2026-05-25T02:10:13,323
