MAE,MAXAE,RMSE,bc_MAXAE,bc_loss,bc_weight,bls_backend,device,enhance_activation,enhance_scale,epochs,hard_trial,ic_MAXAE,ic_loss,ic_weight,l2,learning_rate,loss,map_activation,map_scale,method,n_boundary,n_collocation,n_enhance,n_eval,n_initial,n_map,nu,problem,reference_grid,regularization,residual_RMSE,residual_loss,runtime_sec,seed,timestamp,torch_dtype,trainable_parameters
0.08669523061766338,0.9302993440736544,0.17892260779140953,8.742277657347586e-08,7.64274186065882e-15,100.0,torch,cuda,tanh,1.0,15000,stationary,2.551395131972223e-07,5.177233509658314e-15,100.0,1e-06,0.0015,0.17601214349269867,sin,4.0,SAGD-BLS-hard-ICBC-stationary-torch,160,1200,240,25957.0,160,240,0.003183098861837907,Standard unforced Burgers,257x101,4.176997663307702e-06,0.6320070624351501,0.1760079711675644,32.482032300002174,1,2026-05-25T03:20:34,float32,483
