MAE,MAXAE,RMSE,bc_MAXAE,bc_loss,bc_weight,enhance_activation,epochs,final_loss,ic_MAXAE,ic_loss,ic_weight,initial_loss,l2,learning_rate,loss,map_activation,method,n_boundary,n_collocation,n_enhance,n_eval,n_initial,n_map,nu,problem,regularization,residual_RMSE,residual_loss,runtime_sec,seed,timestamp,trainable_parameters
0.003612749951923092,0.012950001771788872,0.004422939241908629,0.004506299953060825,2.8665392464165817e-06,100.0,tanh,40000,,0.0040940151525175605,2.1473364713594054e-06,100.0,,1e-06,0.0005,0.0022246767458332264,tanh,SAGD-BLS-Burgers,160,1200,160,20301.0,160,160,0.003183098861837907,Forced Burgers,3.318551682618832e-07,0.04366376074637065,0.001722957318887366,190.755304300008,1,2026-05-25T01:08:55,323
0.269049746123721,0.6280030314095992,0.32467750389847533,0.0005463995157545913,,100.0,tanh,0,,0.00027624292284500473,,100.0,,1e-10,,,tanh,PIBLS-linearized-pinv,160,1200,160,20301.0,160,160,0.003183098861837907,Forced Burgers,,1.1643751660117094,,0.9732862999953795,1,2026-05-25T01:08:56,323
0.016250386173286394,0.04679422808432543,0.01938368848900695,0.04627021919636973,,100.0,,5000,0.18347988778677754,0.04679395824129562,,100.0,53.78977214790086,0.0,0.001,0.18347988778677754,tanh,PINN-Burgers,160,1200,,20301.0,160,,0.003183098861837907,Forced Burgers,,0.06466569227664778,,78.5272091000079,1,2026-05-25T01:10:15,12737
0.005348732113576901,0.02011410191916585,0.0067113428941052685,0.008087164210988934,8.436876466542557e-06,100.0,tanh,40000,,0.007205720145824407,1.8660640231011348e-05,100.0,,1e-06,0.0005,0.004394527168898862,tanh,SAGD-BLS-Burgers,160,1200,160,20301.0,160,160,0.003183098861837907,Forced Burgers,5.482041474980336e-07,0.04358925037741012,0.001684227294995974,195.84158179999213,2,2026-05-25T01:13:31,323
0.26856470072100325,0.6257786761077913,0.32422997059080244,0.0005968320980400225,,100.0,tanh,0,,0.00023742098917457766,,100.0,,1e-10,,,tanh,PIBLS-linearized-pinv,160,1200,160,20301.0,160,160,0.003183098861837907,Forced Burgers,,1.1613569325360997,,0.9773100000020349,2,2026-05-25T01:13:32,323
0.007360597779329495,0.019697924064946637,0.008978447791555396,0.012690934986325801,,100.0,,5000,0.0037190343822512393,0.012690934986325801,,100.0,53.87346838025203,0.0,0.001,0.0037190343822512393,tanh,PINN-Burgers,160,1200,,20301.0,160,,0.003183098861837907,Forced Burgers,,0.04403911115601234,,76.69728029999533,2,2026-05-25T01:14:48,12737
0.003257835855761737,0.01339433360106157,0.004149964173905115,0.004547745574911301,1.958159062460631e-06,100.0,tanh,40000,,0.005050615446714646,7.452720830712658e-06,100.0,,1e-06,0.0005,0.0020604370976004035,tanh,SAGD-BLS-Burgers,160,1200,160,20301.0,160,160,0.003183098861837907,Forced Burgers,2.690814793691121e-07,0.03438704928241701,0.0011190800268037053,192.06789940000453,3,2026-05-25T01:18:00,323
0.2685633585241571,0.6257197967820638,0.32422984897051466,4.9599455208893316e-05,,100.0,tanh,0,,4.9599455208893316e-05,,100.0,,1e-10,,,tanh,PIBLS-linearized-pinv,160,1200,160,20301.0,160,160,0.003183098861837907,Forced Burgers,,1.1615795506142668,,0.9637229000072693,3,2026-05-25T01:18:01,323
0.007714425401760887,0.038187268332565,0.010352907488790756,0.005280363843825784,,100.0,,5000,0.00473655272417029,0.006961348531960482,,100.0,48.4224964242328,0.0,0.001,0.00473655272417029,tanh,PINN-Burgers,160,1200,,20301.0,160,,0.003183098861837907,Forced Burgers,,0.052429970051799925,,78.38255029999709,3,2026-05-25T01:19:20,12737
