MAE,MAXAE,RMSE,bc_MAXAE,bc_loss,bc_weight,bls_backend,device,enhance_activation,enhance_scale,epochs,hard_trial,ic_MAXAE,ic_loss,ic_weight,l2,learning_rate,loss,map_activation,map_scale,method,n_boundary,n_collocation,n_enhance,n_eval,n_initial,n_map,nu,problem,reference_grid,regularization,residual_RMSE,residual_loss,runtime_sec,seed,timestamp,torch_dtype,trainable_parameters
0.08892134549787689,0.914634371708752,0.18376047851551858,8.742277657347586e-08,7.64274186065882e-15,100.0,torch,cuda,tanh,1.0,15000,stationary,2.551395131972223e-07,5.177233509658314e-15,100.0,0.01,0.0015,0.19588331878185272,sin,4.0,SAGD-BLS-hard-ICBC-stationary-torch,160,1200,240,25957.0,160,240,0.003183098861837907,Standard unforced Burgers,257x101,0.01008277665823698,0.5828700661659241,0.18580053746700287,32.70396489999257,1,2026-05-25T03:20:35,float32,483
