MAE,MAXAE,RMSE,bc_MAXAE,bc_loss,bc_weight,enhance_activation,epochs,hard_trial,ic_MAXAE,ic_loss,ic_weight,l2,learning_rate,loss,map_activation,method,n_boundary,n_collocation,n_enhance,n_eval,n_initial,n_map,nu,problem,reference_grid,regularization,residual_RMSE,residual_loss,runtime_sec,seed,timestamp,trainable_parameters
0.11353644186370922,0.9665728224321137,0.22356043432835873,1.2246467991473532e-16,1.4997597826618576e-32,100.0,tanh,40000,stationary,0.0,0.0,100.0,1e-06,0.0005,0.27927509791860805,tanh,SAGD-BLS-hard-ICBC-stationary,160,1200,160,25957.0,160,160,0.003183098861837907,Standard unforced Burgers,257x101,4.792207488833405e-05,0.5616978836283282,0.2792271758437197,532.1178389999986,1,2026-05-25T02:19:18,323
