MAE,MAPE,MSE,RMSE,data_seed,dataset,epochs,experiment,held_out_battery,learning_rate,method,min_test_length,n_sequences,n_train,resample_minutes,test_cycles,timestamp,torch_seed,torch_version,train_length,weight_decay
0.15777786180054773,0.04791946036989256,0.050506996874281895,0.22193132812060903,2022,XJTU-Batch-1,2000,1,2C_battery-1,0.02,BattNN,20,390.0,30,0.5,390,2026-05-24T20:59:21,2023,2.12.0+cpu,60,0.0005
0.1576820285948266,0.04789073524177372,0.05046143295113328,0.22182998701949047,2022,XJTU-Batch-1,2000,2,2C_battery-1,0.02,BattNN,20,390.0,30,0.5,390,2026-05-24T20:59:21,2024,2.12.0+cpu,60,0.0005
0.1577434169997518,0.04790913621679902,0.050490620182494755,0.22189490875668463,2022,XJTU-Batch-1,2000,3,2C_battery-1,0.02,BattNN,20,390.0,30,0.5,390,2026-05-24T20:59:21,2025,2.12.0+cpu,60,0.0005
0.15778862103612806,0.04792268518266803,0.05051211267518872,0.22194270378487588,2022,XJTU-Batch-1,2000,4,2C_battery-1,0.02,BattNN,20,390.0,30,0.5,390,2026-05-24T20:59:21,2026,2.12.0+cpu,60,0.0005
0.15785324935653536,0.047942055249138284,0.050542844646639114,0.2220110290788726,2022,XJTU-Batch-1,2000,5,2C_battery-1,0.02,BattNN,20,390.0,30,0.5,390,2026-05-24T20:59:21,2027,2.12.0+cpu,60,0.0005
0.16641962513039674,0.050555363062008765,0.05495474095518749,0.23150448327739154,2022,XJTU-Batch-1,2000,1,2C_battery-2,0.02,BattNN,20,407.0,30,0.5,407,2026-05-24T20:59:21,2023,2.12.0+cpu,60,0.0005
0.16637787338094762,0.0505429168560505,0.05493431293946426,0.2314608646212797,2022,XJTU-Batch-1,2000,2,2C_battery-2,0.02,BattNN,20,407.0,30,0.5,407,2026-05-24T20:59:21,2024,2.12.0+cpu,60,0.0005
0.16636548297148293,0.050539223163696356,0.0549282507407421,0.2314479189892257,2022,XJTU-Batch-1,2000,3,2C_battery-2,0.02,BattNN,20,407.0,30,0.5,407,2026-05-24T20:59:21,2025,2.12.0+cpu,60,0.0005
0.16635945093293553,0.05053742496728532,0.05492529967181318,0.2314416168717244,2022,XJTU-Batch-1,2000,4,2C_battery-2,0.02,BattNN,20,407.0,30,0.5,407,2026-05-24T20:59:21,2026,2.12.0+cpu,60,0.0005
0.16642969079808284,0.05055836354781731,0.0549596657693613,0.23151499772817502,2022,XJTU-Batch-1,2000,5,2C_battery-2,0.02,BattNN,20,407.0,30,0.5,407,2026-05-24T20:59:21,2027,2.12.0+cpu,60,0.0005
0.1611578464305975,0.04893661924337644,0.0521947543643518,0.2255220614307062,2022,XJTU-Batch-1,2000,1,2C_battery-3,0.02,BattNN,20,393.0,30,0.5,393,2026-05-24T20:59:21,2023,2.12.0+cpu,60,0.0005
0.16107640947114155,0.048912282498758716,0.052155688586228495,0.22543656008921437,2022,XJTU-Batch-1,2000,2,2C_battery-3,0.02,BattNN,20,393.0,30,0.5,393,2026-05-24T20:59:21,2024,2.12.0+cpu,60,0.0005
0.16111312288443286,0.048923254087009115,0.05217329823887332,0.2254751052691595,2022,XJTU-Batch-1,2000,3,2C_battery-3,0.02,BattNN,20,393.0,30,0.5,393,2026-05-24T20:59:21,2025,2.12.0+cpu,60,0.0005
0.16115289237823743,0.048935138798710955,0.05219237741501611,0.22551685993890908,2022,XJTU-Batch-1,2000,4,2C_battery-3,0.02,BattNN,20,393.0,30,0.5,393,2026-05-24T20:59:21,2026,2.12.0+cpu,60,0.0005
0.16124129467590878,0.04896155554398138,0.05223479475065698,0.22560966497824905,2022,XJTU-Batch-1,2000,5,2C_battery-3,0.02,BattNN,20,393.0,30,0.5,393,2026-05-24T20:59:21,2027,2.12.0+cpu,60,0.0005
0.1640550787781607,0.04998513196535354,0.05444858196596573,0.23000391747576693,2022,XJTU-Batch-1,2000,1,2C_battery-4,0.02,BattNN,20,396.0,30,0.5,396,2026-05-24T20:59:21,2023,2.12.0+cpu,60,0.0005
0.1639089896642968,0.04994141022212939,0.05437741160792461,0.22985140124363926,2022,XJTU-Batch-1,2000,2,2C_battery-4,0.02,BattNN,20,396.0,30,0.5,396,2026-05-24T20:59:21,2024,2.12.0+cpu,60,0.0005
0.16404045953584062,0.04998075688491884,0.05444145778133758,0.22998865456967962,2022,XJTU-Batch-1,2000,3,2C_battery-4,0.02,BattNN,20,396.0,30,0.5,396,2026-05-24T20:59:21,2025,2.12.0+cpu,60,0.0005
0.16402215247465218,0.049975278004545674,0.05443253638305398,0.22996954021194274,2022,XJTU-Batch-1,2000,4,2C_battery-4,0.02,BattNN,20,396.0,30,0.5,396,2026-05-24T20:59:21,2026,2.12.0+cpu,60,0.0005
0.164131235432435,0.050007922876321026,0.05448570411145308,0.2300834327487412,2022,XJTU-Batch-1,2000,5,2C_battery-4,0.02,BattNN,20,396.0,30,0.5,396,2026-05-24T20:59:21,2027,2.12.0+cpu,60,0.0005
0.16795987166460655,0.051299006390810094,0.05705020121843699,0.23525499474939407,2022,XJTU-Batch-1,2000,1,2C_battery-5,0.02,BattNN,20,403.0,30,0.5,403,2026-05-24T20:59:21,2023,2.12.0+cpu,60,0.0005
