dataset,method,n,MAE_mean,MAE_std,MAPE_mean,MAPE_std,RMSE_mean,RMSE_std
XJTU-Batch-1,SAGD-BLS_tanh_sigmoid_cycle_context,40,0.10685143839157418,0.056163310214757935,0.03213932672990667,0.01525875041322384,0.1907596995560162,0.0564584423810362
XJTU-Batch-1,BattNN_tuned_adapter,40,0.1619702719050861,0.012102825668893074,0.0493136470134393,0.003829621120617877,0.22754469815243747,0.014281579311242059
XJTU-Batch-1,SAGD_vs_BattNN_reduction_percent,40,34.0302160792885,,34.82670888010404,,16.166053920438145,
