MAE,MAXAE,RMSE,bc_MAXAE,bc_loss,bc_weight,enhance_activation,enhance_scale,epochs,hard_trial,ic_MAXAE,ic_loss,ic_weight,l2,learning_rate,loss,map_activation,map_scale,method,n_boundary,n_collocation,n_enhance,n_eval,n_initial,n_map,nu,problem,reference_grid,regularization,residual_RMSE,residual_loss,runtime_sec,seed,timestamp,trainable_parameters
0.08894162596247802,0.9172615081764868,0.18379382120086526,1.2246467991473532e-16,1.4997597826618576e-32,100.0,tanh,1.0,15000,stationary,0.0,0.0,100.0,0.01,0.0015,0.1963550857144533,sin,4.0,SAGD-BLS-hard-ICBC-stationary,160,1200,240,25957.0,160,240,0.003183098861837907,Standard unforced Burgers,257x101,0.010082388659215697,0.5833702256847143,0.18627269705523758,305.35207740000624,1,2026-05-25T03:06:13,483
