MAE,MAPE,MSE,RMSE,best_train_loss,candidate_id,config_Cs,config_Csp,config_Rp,config_Rs,config_V0,config_VEOD,config_epochs,config_lr,config_profile,config_weight_decay,config_x0_qb,data_seed,dataset,experiment,final_train_loss,initial_train_loss,method,min_test_length,n_sequences,n_train,resample_minutes,stage,timestamp,torch_seed,train_epochs_run,train_length,validation_battery
0.13329475051647433,0.03774203248406878,0.02517448577044679,0.1551617962296249,0.2608036994934082,1,800.0,40.0,6000.0,1.0,4.2,3.0,800,0.02,lab,0.0005,8000.0,2022,XJTU-Batch-5,1,0.26110583543777466,8.021727561950684,BattNN,20,197.0,30,0.5,search,2026-05-24T23:34:14,3023,168,60,RW_battery-1
