MAE,MAXAE,RMSE,bc_MAXAE,bc_loss,bc_weight,bls_backend,device,enhance_activation,enhance_scale,epochs,hard_trial,ic_MAXAE,ic_loss,ic_weight,l2,learning_rate,loss,map_activation,map_scale,method,n_boundary,n_collocation,n_enhance,n_eval,n_initial,n_map,nu,problem,reference_grid,regularization,residual_RMSE,residual_loss,runtime_sec,seed,timestamp,torch_dtype,trainable_parameters
0.08822340387262055,0.9276650199402583,0.1818500743865339,8.742277657347586e-08,7.64274186065882e-15,100.0,torch,cuda,tanh,1.0,5000,stationary,2.551395131972223e-07,5.177233509658314e-15,100.0,1e-06,0.0015,0.1818283051252365,sin,4.0,SAGD-BLS-hard-ICBC-stationary-torch,160,1200,240,25957.0,160,240,0.003183098861837907,Standard unforced Burgers,257x101,1.8741171743386076e-06,0.6033430099487305,0.1818264275789261,9.510467299987795,1,2026-05-25T03:19:47,float32,483
