MAE,MAPE,MSE,RMSE,best_train_loss,candidate_id,config_Cs,config_Csp,config_Rp,config_Rs,config_V0,config_VEOD,config_epochs,config_lr,config_profile,config_weight_decay,config_x0_qb,data_seed,dataset,experiment,final_train_loss,initial_train_loss,method,min_test_length,n_sequences,n_train,resample_minutes,stage,timestamp,torch_seed,train_epochs_run,train_length,validation_battery
0.15759944891678923,0.04786597943162362,0.0504221589124957,0.2217426013659818,0.14922434091567993,1,800.0,40.0,6000.0,1.0,4.2,3.0,800,0.01,lab,0.0005,8000.0,2022,XJTU-Batch-1,1,0.1492244005203247,4.113707065582275,BattNN,20,390.0,30,0.5,search,2026-05-24T23:50:59,3023,180,60,2C_battery-1
