MAE_mean,MAE_std,MAXAE_mean,MAXAE_std,RMSE_mean,RMSE_std,boundary_MAXAE_mean,boundary_MAXAE_std,method,n,problem,residual_RMSE_mean,residual_RMSE_std,runtime_sec_mean,runtime_sec_std,trainable_parameters
0.00039265617119301903,0.0003746333042706416,0.0008662233228758406,0.0007791783254692459,0.00046243331488293954,0.000422424754077041,0.000825994450727989,0.0008106727944437753,PIBLS-pinv,5,1D Poisson,0.017623276956016058,0.012998298908630412,0.03710794000071473,0.0007349757357576971,242
0.00026016923252594737,0.0004665070888667135,0.00033103861993629693,0.0005110247040860582,0.0002665535426696397,0.0004654542460237067,0.00024422226407620903,0.0004816757991526232,PINN,5,1D Poisson,0.017311768185005363,0.00442685812086065,10.041273539996473,0.6793743977131521,8513
8.307033503201865e-05,0.00013055372092760775,0.00015618296178486019,0.00022507953913108392,9.352519537235456e-05,0.00014499422405232174,0.00014860463212662162,0.0002295222095295182,SAGD-BLS-PDE,5,1D Poisson,0.00958424904888439,0.0014721995487093536,2.1576171199965755,0.019344018865806535,242
