MAE,MAXAE,RMSE,bc_MAXAE,bc_loss,bc_weight,enhance_activation,enhance_scale,epochs,hard_trial,ic_MAXAE,ic_loss,ic_weight,l2,learning_rate,loss,map_activation,map_scale,method,n_boundary,n_collocation,n_enhance,n_eval,n_initial,n_map,nu,problem,reference_grid,regularization,residual_RMSE,residual_loss,runtime_sec,seed,timestamp,trainable_parameters
0.08669216275739566,0.9307611389993854,0.17883737894109464,1.2246467991473532e-16,1.4997597826618576e-32,100.0,tanh,1.0,15000,stationary,0.0,0.0,100.0,1e-06,0.0015,0.1761126532946365,sin,4.0,SAGD-BLS-hard-ICBC-stationary,160,1200,240,25957.0,160,240,0.003183098861837907,Standard unforced Burgers,257x101,4.171778961544085e-06,0.6322830285626343,0.17610848151567496,306.10567679999804,1,2026-05-25T02:54:59,483
