MAE,MAXAE,RMSE,bc_MAXAE,bc_loss,bc_weight,enhance_activation,epochs,ic_MAXAE,ic_loss,ic_weight,l2,learning_rate,loss,map_activation,method,n_boundary,n_collocation,n_enhance,n_eval,n_initial,n_map,nu,problem,reference_grid,regularization,residual_RMSE,residual_loss,runtime_sec,seed,timestamp,trainable_parameters
0.11357069514520697,0.9682230606327009,0.22378106629570965,1.2246467991473532e-16,5.0149200279783295e-33,100.0,tanh,40000,0.0,0.0,100.0,1e-06,0.0005,0.27898984382210623,tanh,SAGD-BLS-hard-ICBC,160,1200,160,25957.0,160,160,0.003183098861837907,Standard unforced Burgers,257x101,5.22333867097792e-05,0.5617355530053455,0.27893761043539644,534.5940947000054,1,2026-05-25T01:47:05,323
