MAE,MAPE,MSE,RMSE,best_train_loss,config_Cs,config_Csp,config_Rp,config_Rs,config_V0,config_VEOD,config_epochs,config_lr,config_profile,config_weight_decay,config_x0_qb,data_seed,dataset,experiment,final_train_loss,held_out_battery,initial_train_loss,method,min_test_length,n_sequences,n_train,resample_minutes,selected_candidate_id,selected_validation_MAE_mean,selected_validation_MAE_std,stage,test_cycles,timestamp,torch_seed,train_epochs_run,train_length
0.16495039023058972,0.0500634082004051,0.053955976116692055,0.22948200436079158,0.14922469854354858,800.0,40.0,6000.0,1.0,4.2,3.0,2000,0.01,lab,0.0005,8000.0,2022,XJTU-Batch-1,1,0.149226576089859,2C_battery-1,5.484559535980225,BattNN tuned,20,390.0,30,0.5,1,0.15759944891678923,0.0,final,390,2026-05-24T23:50:59,2023,136,60
0.15765089613911176,0.04788140263206955,0.05044662707577055,0.22179704729927832,0.14922435581684113,800.0,40.0,6000.0,1.0,4.2,3.0,2000,0.01,lab,0.0005,8000.0,2022,XJTU-Batch-1,2,0.14922481775283813,2C_battery-1,36.706085205078125,BattNN tuned,20,390.0,30,0.5,1,0.15759944891678923,0.0,final,390,2026-05-24T23:50:59,2024,235,60
0.15788452985982906,0.04795143002197251,0.050557720112703215,0.22204409423801505,0.14922434091567993,800.0,40.0,6000.0,1.0,4.2,3.0,2000,0.01,lab,0.0005,8000.0,2022,XJTU-Batch-1,3,0.14922450482845306,2C_battery-1,4.531745910644531,BattNN tuned,20,390.0,30,0.5,1,0.15759944891678923,0.0,final,390,2026-05-24T23:50:59,2025,216,60
0.15799247548268464,0.047983779547138464,0.05060906412497996,0.2221581868488094,0.1492244005203247,800.0,40.0,6000.0,1.0,4.2,3.0,2000,0.01,lab,0.0005,8000.0,2022,XJTU-Batch-1,4,0.1492248922586441,2C_battery-1,5.484559535980225,BattNN tuned,20,390.0,30,0.5,1,0.15759944891678923,0.0,final,390,2026-05-24T23:50:59,2026,247,60
0.15935215917165674,0.04839099309893545,0.05125690851152918,0.22359316351885297,0.1491808295249939,800.0,40.0,6000.0,1.0,4.2,3.0,2000,0.01,lab,0.0005,8000.0,2022,XJTU-Batch-1,5,0.14922450482845306,2C_battery-1,5.484559535980225,BattNN tuned,20,390.0,30,0.5,1,0.15759944891678923,0.0,final,390,2026-05-24T23:50:59,2027,284,60
0.1664074566993797,0.0505517366668385,0.05494879524988381,0.23149178833664705,0.14362093806266785,800.0,40.0,6000.0,1.0,4.2,3.0,2000,0.01,lab,0.0005,8000.0,2022,XJTU-Batch-1,1,0.14362207055091858,2C_battery-2,5.532710075378418,BattNN tuned,20,407.0,30,0.5,1,0.15759944891678923,0.0,final,407,2026-05-24T23:50:59,2023,259,60
0.1664220112976019,0.050556074356246476,0.05495590830207282,0.23150697553744481,0.14362116158008575,800.0,40.0,6000.0,1.0,4.2,3.0,2000,0.01,lab,0.0005,8000.0,2022,XJTU-Batch-1,2,0.14362125098705292,2C_battery-2,36.75944900512695,BattNN tuned,20,407.0,30,0.5,1,0.15759944891678923,0.0,final,407,2026-05-24T23:50:59,2024,286,60
0.16901480578517555,0.051328172817493654,0.056227340823081465,0.23420683765974848,0.14362117648124695,800.0,40.0,6000.0,1.0,4.2,3.0,2000,0.01,lab,0.0005,8000.0,2022,XJTU-Batch-1,3,0.14362558722496033,2C_battery-2,4.57974910736084,BattNN tuned,20,407.0,30,0.5,1,0.15759944891678923,0.0,final,407,2026-05-24T23:50:59,2025,135,60
0.1578900274595477,0.04800508879615473,0.050821904624847716,0.22251180892830624,0.1436188817024231,800.0,40.0,6000.0,1.0,4.2,3.0,2000,0.01,lab,0.0005,8000.0,2022,XJTU-Batch-1,4,0.14362235367298126,2C_battery-2,5.532710075378418,BattNN tuned,20,407.0,30,0.5,1,0.15759944891678923,0.0,final,407,2026-05-24T23:50:59,2026,316,60
0.16602950001384764,0.05043902628469944,0.054762652251383125,0.23109351719244028,0.1436062604188919,800.0,40.0,6000.0,1.0,4.2,3.0,2000,0.01,lab,0.0005,8000.0,2022,XJTU-Batch-1,5,0.14362139999866486,2C_battery-2,5.532710075378418,BattNN tuned,20,407.0,30,0.5,1,0.15759944891678923,0.0,final,407,2026-05-24T23:50:59,2027,276,60
