MAE,MAXAE,RMSE,bc_MAXAE,bc_loss,bc_weight,enhance_activation,epochs,final_loss,ic_MAXAE,ic_loss,ic_weight,initial_loss,l2,learning_rate,loss,map_activation,method,n_boundary,n_collocation,n_enhance,n_eval,n_initial,n_map,nu,problem,reference_grid,regularization,residual_RMSE,residual_loss,runtime_sec,seed,timestamp,trainable_parameters
0.1398185084828202,0.9872398213501006,0.25508516055068775,0.020773473922699223,2.9714081280376656e-05,100.0,tanh,40000,,0.022956487502290623,0.00013581477360430865,100.0,,1e-06,0.0005,0.33477245161321434,tanh,SAGD-BLS-standard-Burgers,160,1200,160,25957.0,160,160,0.003183098861837907,Standard unforced Burgers,257x101,7.610110964444705e-07,0.5915242528688779,0.3182188051136494,196.56720889999997,1,2026-05-25T01:30:44,323
0.28464706419275454,0.8559040745179946,0.34702115780822856,2.7574664702581866e-06,,100.0,tanh,0,,1.8957920465689782e-06,,100.0,,1e-10,,,tanh,PIBLS-linearized-pinv,160,1200,160,25957.0,160,160,0.003183098861837907,Standard unforced Burgers,257x101,,1.074627923935876,,1.2113638000009814,1,2026-05-25T01:30:45,323
0.11749168788935371,0.9252206878957008,0.21974613084321565,0.015009886406385215,,100.0,,5000,0.31109993024963184,0.0185284911332807,,100.0,53.27299244018025,0.0,0.001,0.31109993024963184,tanh,PINN-standard-Burgers,160,1200,,25957.0,160,,0.003183098861837907,Standard unforced Burgers,257x101,,0.54771910675964,,78.96034169998893,1,2026-05-25T01:32:04,12737
