MAE,MAXAE,RMSE,bc_MAXAE,bc_loss,bc_weight,enhance_activation,enhance_scale,epochs,hard_trial,ic_MAXAE,ic_loss,ic_weight,l2,learning_rate,loss,map_activation,map_scale,method,n_boundary,n_collocation,n_enhance,n_eval,n_initial,n_map,nu,problem,reference_grid,regularization,residual_RMSE,residual_loss,runtime_sec,seed,timestamp,trainable_parameters
0.09257080790191287,0.9448464067385405,0.19001085335448029,1.2246467991473532e-16,1.4997597826618576e-32,100.0,tanh,1.0,15000,stationary,0.0,0.0,100.0,1e-06,0.0015,0.21437129753056172,sin,4.0,SAGD-BLS-hard-ICBC-stationary,160,1200,160,25957.0,160,160,0.003183098861837907,Standard unforced Burgers,257x101,2.109382267091876e-06,0.5841477129488556,0.21436918814829464,198.31645070000377,1,2026-05-25T02:40:38,323
