MAE,MAXAE,RMSE,bc_MAXAE,bc_loss,bc_weight,enhance_activation,epochs,ic_MAXAE,ic_loss,ic_weight,l2,learning_rate,loss,map_activation,method,n_boundary,n_collocation,n_enhance,n_eval,n_initial,n_map,nu,problem,reference_grid,regularization,residual_RMSE,residual_loss,runtime_sec,seed,timestamp,trainable_parameters
0.1171445152439437,0.9642291094591626,0.2264927249355506,1.2246467991473532e-16,5.0149200279783295e-33,100.0,tanh,15000,0.0,0.0,100.0,1e-06,0.0015,0.28658126137680406,tanh,SAGD-BLS-hard-ICBC,160,1200,160,25957.0,160,160,0.003183098861837907,Standard unforced Burgers,257x101,2.1465473651155927e-05,0.5668842828676436,0.2865597959031529,199.90333499999542,1,2026-05-25T01:57:57,323
