MAE,MAXAE,RMSE,boundary_MAXAE,boundary_loss,boundary_weight,enhance_activation,epochs,final_loss,initial_loss,l2,learning_rate,loss,map_activation,method,n_enhance,n_eval,n_interior,n_map,problem,regularization,residual_RMSE,residual_loss,runtime_sec,seed,timestamp,trainable_parameters
0.06543127300058509,0.08496623421138016,0.06742425064366131,0.03320498229773076,0.0010366003794228865,100.0,tanh,100,,,1e-06,0.01,0.24392464422041102,tanh,SAGD-BLS-PDE,120,1000.0,128,120,1D Poisson,1.7384375722575341e-07,0.3730053186799148,0.14026443243436515,0.046602200003690086,1,2026-05-25T00:54:23,242
0.0011107157768215391,0.0022979879896150093,0.0012525032401815544,0.0022979879896147873,2.7282338468056937e-06,100.0,tanh,0,,,0.0,,0.0009610810133991364,tanh,PIBLS-pinv,120,1000.0,128,120,1D Poisson,0.0,0.026141806326183636,0.0006882576287185671,0.03762930000084452,1,2026-05-25T00:54:23,242
0.006513137576809533,0.0108530689304277,0.007088314491343589,0.0032521876216945744,,100.0,,100,0.03760904615030545,49.41801349516219,0.0,0.001,0.03760904615030545,tanh,PINN,,1000.0,128,,1D Poisson,,0.18916235458943942,,2.002718800009461,1,2026-05-25T00:54:25,8513
